,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
81923,gdb_81924,CC1C2NC2C(=O)C1C,2.3574,1.66777,1.22619,3.3588,78.27,-0.2287,-0.0165,0.2122,1090.4915,0.171633,-403.15798,-403.149399,-403.148455,-403.190911,33.226
111792,gdb_111793,COC1C2COC1C2O,2.59893,1.44923,1.18664,1.6146,71.24,-0.2233,0.063,0.2863,1112.8018,0.159332,-460.115593,-460.107232,-460.106288,-460.148653,31.789
37929,gdb_37930,C1OC2C3OC4C1C2C34,2.96519,2.15548,2.05933,2.5409,68.88,-0.2306,0.0588,0.2893,784.3322,0.139549,-421.771826,-421.766225,-421.765281,-421.80152,24.287
28058,gdb_28059,Cc1[nH]cc(n1)NC=O,5.52405,0.95173,0.81599,3.049,75.49,-0.2005,0.0138,0.2142,1353.9553,0.125706,-434.145608,-434.137114,-434.13617,-434.179585,30.462
125085,gdb_125086,CC1=C(NN=C1)OC=N,3.21811,1.19065,0.9062,2.2306,73.9,-0.2364,0.0003,0.2367,1242.5322,0.124865,-434.080833,-434.072133,-434.071189,-434.115473,30.447
47884,gdb_47885,C1C(=O)C(=O)COCO1,2.37627,1.69644,1.25675,3.666,61.77,-0.2372,-0.0689,0.1683,1000.5398,0.111874,-494.910012,-494.902129,-494.901185,-494.943087,28.582
17388,gdb_17389,C1C2N1CC21COC1,5.01792,1.59415,1.50468,1.0148,67.07,-0.2387,0.061,0.2997,877.7874,0.143254,-363.783849,-363.777058,-363.776114,-363.81516,25.862
22926,gdb_22927,CC1C2CC(=NO)C12C,2.34798,1.316,1.10889,1.1295,84.17,-0.2256,0.0179,0.2435,1218.6451,0.169015,-403.088205,-403.078708,-403.077764,-403.122147,35.737
128058,gdb_128059,CNC(=N)c1cn[nH]n1,4.50797,1.04588,0.85359,2.8408,73.66,-0.2202,-0.0269,0.1933,1298.8665,0.126801,-430.25888,-430.250196,-430.249252,-430.293572,30.193
10811,gdb_10812,C1C(=O)OCC(=N1)N,4.95753,1.59861,1.26929,4.7743,60.03,-0.2414,0.0054,0.2469,903.3883,0.108766,-415.901652,-415.89459,-415.893646,-415.933128,26.222
10771,gdb_10772,CC1C(C)C(=O)N1C,2.45181,2.16413,1.27941,3.6756,73.33,-0.2367,0.0403,0.277,1002.7795,0.164423,-365.09838,-365.089244,-365.0883,-365.132025,32.41
18129,gdb_18130,C1OC2COCC2O1,3.88565,2.14258,1.63633,0.0208,58.63,-0.248,0.0721,0.3201,785.7649,0.133343,-420.873923,-420.867631,-420.866687,-420.904677,23.88
116395,gdb_116396,CCC1OCOCC1=O,2.50332,1.37821,0.93701,1.8828,71.88,-0.2374,-0.0324,0.2051,1256.5836,0.158675,-460.178759,-460.169895,-460.168951,-460.21295,32.393
23111,gdb_23112,ON=C1CCCC1C=O,2.22695,1.36979,0.92203,2.3691,75.85,-0.2434,-0.0225,0.2208,1254.2591,0.146966,-439.072077,-439.063288,-439.062344,-439.10636,32.175
3425,gdb_3426,O=C1NCC2CN12,4.85181,3.12954,2.17195,4.8138,53.56,-0.2553,0.0343,0.2896,595.8727,0.104468,-340.650391,-340.644748,-340.643803,-340.679801,21.177
125871,gdb_125872,CC1CC1C1=CON=C1,3.59076,1.07345,1.01187,3.3277,77.12,-0.2467,-0.0091,0.2376,1237.5097,0.148416,-401.932398,-401.924312,-401.923368,-401.966069,30.204
9607,gdb_9608,CCC1(C)CC1C#C,3.00941,1.45963,1.18703,0.8944,82.31,-0.2374,0.0507,0.2881,1110.8609,0.174594,-311.835529,-311.826181,-311.825236,-311.869085,35.063
50912,gdb_50913,O=CCC(C#C)C1CO1,2.41925,1.2416,0.91797,3.2209,74.87,-0.2482,-0.0165,0.2318,1257.3629,0.132639,-421.770649,-421.761367,-421.760423,-421.805408,33.222
100056,gdb_100057,CCC(C)(C)C1CCC1,2.81715,1.00527,0.9149,0.0744,95.63,-0.2781,0.0766,0.3547,1492.5418,0.251219,-353.557697,-353.546924,-353.54598,-353.593115,41.449
93895,gdb_93896,CC1COC(C)C2CC12,2.70203,1.4373,1.14484,1.2479,85.07,-0.2436,0.0809,0.3245,1191.949,0.207112,-388.294029,-388.28522,-388.284276,-388.32713,34.998
107948,gdb_107949,CCC12CN3C1C=CC23,2.9117,1.53101,1.31153,1.9759,82.33,-0.2109,-0.0046,0.2063,1067.0225,0.172099,-365.937176,-365.929493,-365.928549,-365.96931,30.897
29888,gdb_29889,CN1C=CC(=N)OC1=O,3.26008,1.4734,1.02135,4.3462,73.8,-0.2356,-0.0417,0.1939,1101.4859,0.113598,-454.012308,-454.004265,-454.003321,-454.045929,28.889
28380,gdb_28381,NC1=CC=C(N)C(=N)O1,3.21611,1.41269,0.98359,2.9782,82.73,-0.1659,-0.0145,0.1513,1145.26,0.126107,-434.106243,-434.098076,-434.097132,-434.138492,32.112
8764,gdb_8765,CC(C#N)C(O)C=O,4.16292,1.26172,1.15594,3.974,62.23,-0.2955,-0.0613,0.2342,1031.4426,0.116495,-399.820386,-399.81173,-399.810786,-399.853874,30.127
35949,gdb_35950,N#CC1CCCCC=C1,3.12298,1.14423,0.88712,4.5125,84.84,-0.2581,-0.0028,0.2554,1313.2055,0.173343,-366.044407,-366.036028,-366.035083,-366.077535,32.258
13611,gdb_13612,COC(=O)N1CC1C,4.10177,1.44172,1.22368,2.2779,66.25,-0.2533,0.0371,0.2904,1033.1184,0.14081,-401.01219,-401.003414,-401.00247,-401.045976,30.336
103974,gdb_103975,COC1(C)CC2C(O)C12,2.46384,1.56369,1.2069,2.6434,77.94,-0.2365,0.0737,0.3103,1121.3934,0.181245,-424.187172,-424.178048,-424.177104,-424.220376,35.584
99005,gdb_99006,COC(=O)CC(=O)CO,3.82937,0.80745,0.73261,3.7895,66.85,-0.2674,-0.0362,0.2312,1545.0591,0.132688,-496.143201,-496.133101,-496.132157,-496.180328,34.003
124633,gdb_124634,CC(C)Nc1ncno1,4.31327,0.95807,0.87966,3.5768,75.22,-0.2303,0.0096,0.2398,1362.737,0.147928,-435.280551,-435.271675,-435.27073,-435.314903,32.207
12841,gdb_12842,OC12COC1C=CC2,2.96148,2.48831,1.79285,2.6444,64.49,-0.2425,0.0083,0.2508,776.3086,0.131075,-383.724086,-383.717228,-383.716284,-383.755018,26.6
52164,gdb_52165,O=CNCC1C2CCN12,3.16361,1.16736,1.00223,3.2188,75.79,-0.2302,0.0257,0.2559,1222.828,0.160882,-419.179133,-419.170734,-419.169789,-419.212911,31.292
45147,gdb_45148,O=C1CC2OC3(CC3)C12,2.9571,1.5452,1.20156,1.8637,72.87,-0.2378,-0.028,0.2098,1042.8509,0.134775,-421.791173,-421.783593,-421.782649,-421.823524,29.527
111490,gdb_111491,CC1CC2NC2C1CO,2.41143,1.4647,1.04962,1.2995,80.97,-0.2354,0.0722,0.3076,1207.6579,0.195545,-404.327437,-404.318378,-404.317434,-404.361334,34.931
27303,gdb_27304,CC1=CNC(O)=NC1=N,3.21605,1.39935,0.9809,4.5617,76.38,-0.2067,-0.0055,0.2012,1150.4652,0.126528,-434.129273,-434.121252,-434.120307,-434.161655,30.713
24326,gdb_24327,c1cncc2c1coc2,4.10134,1.61374,1.15808,1.974,77.76,-0.21,-0.0563,0.1537,965.3475,0.105072,-399.606524,-399.600587,-399.599643,-399.636706,24.111
54283,gdb_54284,NC(=O)C1(CC#C)CN1,2.3573,1.44049,1.04641,2.8396,74.57,-0.2522,0.0116,0.2638,1156.594,0.135358,-417.983312,-417.974256,-417.973312,-418.017224,34.029
120762,gdb_120763,CCOC1CC1N1CC1,2.9597,1.05795,0.94031,2.0477,83.32,-0.2089,0.0792,0.2881,1375.7904,0.192996,-404.281107,-404.271504,-404.27056,-404.316261,35.676
92618,gdb_92619,OC1CC2OCCC2=C1,3.83976,1.18874,0.99481,2.0305,77.69,-0.2464,0.0072,0.2535,1203.5229,0.16115,-423.034168,-423.026329,-423.025384,-423.066833,30.473
105524,gdb_105525,COC1(COC1)C(C)O,2.0836,1.52631,1.09448,1.871,74.12,-0.2503,0.0609,0.3112,1200.1005,0.179799,-461.322694,-461.312477,-461.311533,-461.358204,36.973
103589,gdb_103590,CC1(CC(C1)(C)CO)C,2.66224,1.09355,0.94008,1.4271,88.75,-0.256,0.066,0.322,1409.489,0.226571,-389.49121,-389.480445,-389.479501,-389.526629,41.261
33865,gdb_33866,N#CC12CC3CC3C1O2,4.32358,1.28647,1.15372,4.4257,72.81,-0.2816,0.0023,0.2839,1051.8303,0.125766,-400.73737,-400.73035,-400.729406,-400.768701,27.853
52176,gdb_52177,O=CCCC1CC(=O)N1,6.16154,0.6091,0.5852,1.2379,74.99,-0.255,-0.0301,0.2249,1813.3261,0.146092,-439.118191,-439.1089,-439.107956,-439.153948,32.561
108252,gdb_108253,CCC12CCC1(C)OC2,2.4505,1.29755,1.25911,1.754,84.92,-0.2348,0.0711,0.3059,1209.6765,0.204639,-388.274876,-388.265303,-388.264359,-388.309084,36.444
125476,gdb_125477,Cc1[nH]c2conc2n1,5.3759,1.29671,1.05157,6.6119,71.01,-0.2308,-0.0297,0.201,1067.3267,0.102896,-432.871496,-432.864428,-432.863484,-432.90312,26.596
7630,gdb_7631,CC(C)C1CC(=O)C1,4.59988,1.15894,0.97449,2.9631,75.73,-0.239,-0.0158,0.2233,1217.2004,0.174989,-349.025054,-349.016185,-349.015241,-349.058609,33.004
41817,gdb_41818,C1CC2OC1CCCO2,2.40655,1.91969,1.43974,1.3344,77.03,-0.2427,0.0833,0.3259,1000.6804,0.186575,-424.251193,-424.24388,-424.242936,-424.282674,30.094
38039,gdb_38040,C1CC2C3OC3C=C2C1,3.47365,1.53467,1.22034,1.8723,79.71,-0.2348,0.0021,0.2369,1044.2161,0.162242,-385.889427,-385.882443,-385.881499,-385.920853,28.408
47952,gdb_47953,C(C#CC#CC=O)C#N,10.09901,0.43334,0.41657,2.0738,91.21,-0.2797,-0.097,0.1827,2368.3994,0.075225,-398.311086,-398.301821,-398.300877,-398.347657,29.9
102015,gdb_102016,COC(C=O)C(=O)C=O,1.96441,1.44642,0.96421,2.6796,64.45,-0.253,-0.1087,0.1443,1207.0856,0.106952,-494.895386,-494.885242,-494.884298,-494.932378,32.716
119792,gdb_119793,CCNC1=NC2CC2O1,5.29711,0.89206,0.82778,1.4581,78.09,-0.21,0.0592,0.2692,1449.1208,0.160295,-419.211838,-419.203316,-419.202372,-419.245692,31.955
25784,gdb_25785,c1c(nc(o1)C(=N)N)O,4.29227,1.11828,0.88765,2.4129,68.41,-0.2283,-0.0429,0.1854,1211.3053,0.102396,-470.043947,-470.036062,-470.035117,-470.076562,29.659
21180,gdb_21181,CNc1cnncn1,5.44998,1.59656,1.24452,5.3723,67.96,-0.2257,-0.0478,0.1779,924.3937,0.109287,-374.917455,-374.910325,-374.909381,-374.949246,25.247
115424,gdb_115425,COC1CCC(C1)C#N,3.97004,0.91093,0.83524,5.0639,80.16,-0.2648,0.0415,0.3063,1422.2982,0.171733,-403.173017,-403.163794,-403.16285,-403.208206,33.241
120483,gdb_120484,CCCC1OC(C)C1C,2.87542,0.86063,0.77402,1.5352,89.65,-0.2374,0.0829,0.3203,1666.1511,0.227371,-389.493018,-389.482179,-389.481235,-389.529753,39.58
94764,gdb_94765,OC1CCC2(OC12)C#C,3.98909,1.15006,1.00781,1.6057,74.7,-0.2506,0.0203,0.2708,1176.6847,0.135156,-421.783433,-421.775212,-421.774268,-421.816074,31.904
81900,gdb_81901,CC1C2CN2C(=O)C1=O,2.33059,1.90884,1.17845,5.0388,68.96,-0.2412,-0.0884,0.1527,1023.8101,0.123942,-437.898638,-437.890688,-437.889744,-437.931473,29.551
74500,gdb_74501,CC1=CC2(NC2C1)C#N,3.58946,1.17976,1.00012,3.9724,80.55,-0.2486,-0.0118,0.2368,1201.7758,0.136803,-380.87631,-380.868286,-380.867342,-380.90876,30.679
43886,gdb_43887,N=C1NC2(CNC12)C#N,2.96363,1.43237,1.12555,2.6432,72.96,-0.2485,-0.0065,0.242,1060.2328,0.113956,-412.952672,-412.944986,-412.944042,-412.984919,29.146
108636,gdb_108637,CCC1=C(C)CC(C)C1,2.24172,1.15691,0.82858,0.1459,96.92,-0.2145,0.0367,0.2513,1530.453,0.228355,-352.394388,-352.383894,-352.38295,-352.42996,39.221
6872,gdb_6873,CC1(O)C(N)C1C#N,2.83228,1.69134,1.45787,2.4381,66.41,-0.2415,0.0275,0.269,925.8136,0.129045,-379.915262,-379.906433,-379.905488,-379.94816,32.211
119623,gdb_119624,COCC12COCC1O2,4.2323,0.97215,0.87884,3.2984,72.53,-0.2527,0.0725,0.3252,1365.2547,0.158346,-460.12916,-460.120395,-460.119451,-460.16319,31.712
128696,gdb_128697,COc1c(n[nH]n1)C#N,2.4503,1.55815,0.95826,5.5195,67.86,-0.2585,-0.0465,0.212,1132.5223,0.091074,-448.93158,-448.923805,-448.92286,-448.964404,27.266
36651,gdb_36652,C#CCOC1C2CCC12,3.0626,1.23404,1.04821,1.0106,80.02,-0.2429,0.033,0.2758,1199.2811,0.15818,-385.806218,-385.797542,-385.796598,-385.840186,32.715
55885,gdb_55886,NC(=O)CC1NC1C#N,3.49508,0.88582,0.76541,1.9988,70.26,-0.2581,0.0123,0.2704,1431.4979,0.124079,-434.086201,-434.07693,-434.075986,-434.121838,32.501
114405,gdb_114406,CCC1OC2C1OC2=N,3.27701,1.14457,1.13452,2.9816,73.43,-0.2602,0.0039,0.2641,1185.8099,0.147493,-439.058157,-439.049954,-439.04901,-439.091409,30.665
20534,gdb_20535,CC(C)c1ccno1,4.38656,1.40348,1.38481,3.0222,70.33,-0.2509,-0.0055,0.2454,984.851,0.142326,-363.871271,-363.863428,-363.862483,-363.903891,28.607
109641,gdb_109642,COC1C(O)C1(O)C#N,2.11909,1.36794,1.04815,4.3432,67.42,-0.2661,-0.002,0.2641,1181.6998,0.121504,-474.984806,-474.975335,-474.974391,-475.019259,33.734
104386,gdb_104387,OCC1(O)COCC1=O,2.24691,1.5302,1.32363,2.4291,64.11,-0.2412,-0.0305,0.2107,1043.3732,0.133797,-496.101971,-496.092772,-496.091828,-496.136164,33.139
64305,gdb_64306,CC1(O)CNC=C1C=O,2.41928,1.58958,1.19893,5.0973,78.57,-0.2157,-0.0386,0.1771,1074.2181,0.147505,-439.116232,-439.107514,-439.10657,-439.149357,33.145
21867,gdb_21868,OC1=NC(=N)C=NO1,4.04965,2.05713,1.36417,2.4215,57.26,-0.2638,-0.0654,0.1984,803.786,0.073158,-430.705592,-430.699369,-430.698425,-430.736191,22.969
34559,gdb_34560,N#CC1=CC2CC1CO2,3.76116,1.28894,1.22568,3.7073,75.94,-0.2604,-0.055,0.2055,1036.6611,0.127423,-400.764292,-400.757561,-400.756617,-400.795503,26.747
111288,gdb_111289,CCC1C2OC2(C)C1O,3.21751,1.18082,1.02242,1.9072,78.44,-0.2452,0.0786,0.3238,1269.0717,0.180837,-424.200542,-424.191042,-424.190098,-424.234543,35.911
33128,gdb_33129,CCNc1c[nH]cc1O,3.17858,1.04079,0.82512,2.8467,79.09,-0.1836,0.0466,0.2302,1412.0803,0.160256,-419.22741,-419.218166,-419.217221,-419.262152,34.403
1697,gdb_1698,CC1(CCC1)C#N,4.37718,2.11946,1.87211,4.1171,64.59,-0.3031,0.033,0.3361,748.5932,0.137225,-288.653529,-288.646408,-288.645464,-288.684349,26.425
68080,gdb_68081,CC12CC(O)(C1)COC2,2.50408,1.66728,1.22109,1.5877,77.99,-0.244,0.0705,0.3145,1088.0817,0.182753,-424.220573,-424.212099,-424.211155,-424.252811,34.106
25656,gdb_25657,CC#Cc1cnc([nH]1)C,5.96095,0.74492,0.66769,3.5533,92.99,-0.2002,0.0004,0.2007,1683.0892,0.135977,-380.905984,-380.896563,-380.895619,-380.942202,32.534
92729,gdb_92730,CC1=CCC(O)C(=O)C1,2.34909,1.41411,1.10872,1.4959,78.16,-0.2327,-0.0199,0.2128,1178.0483,0.158602,-423.061809,-423.05284,-423.051896,-423.095558,33.676
95012,gdb_95013,OC1COC2C3OC2C13,3.03997,1.69393,1.38216,1.1573,66.36,-0.2429,0.0533,0.2961,941.9608,0.137275,-458.884905,-458.877988,-458.877044,-458.916145,27.909
131265,gdb_131266,C#CCc1c(c[nH]n1)O,3.35007,1.29897,0.98133,0.5863,72.62,-0.2102,0.0191,0.2293,1142.5599,0.112837,-416.789191,-416.780975,-416.780031,-416.822165,30.996
66054,gdb_66055,OC1(COC1C#N)C#N,2.84778,1.27983,1.12862,3.1591,63.47,-0.3061,-0.0384,0.2677,1069.9666,0.087508,-452.725187,-452.716601,-452.715657,-452.759193,29.656
8796,gdb_8797,CCC(=O)C(=N)NC,4.89181,1.14292,0.94253,2.0608,71.27,-0.2336,-0.0466,0.187,1252.7813,0.151999,-381.154436,-381.144684,-381.14374,-381.189908,33.296
18983,gdb_18984,C1OC2C3OC2C3O1,4.50429,2.34004,1.91069,0.9945,55.73,-0.246,0.0606,0.3067,689.5261,0.109028,-419.595377,-419.589981,-419.589037,-419.624672,21.938
18830,gdb_18831,NC1=NC2C3OC1C23,4.50804,2.274,1.88607,1.8368,61.39,-0.214,0.0122,0.2261,709.243,0.109539,-378.675315,-378.669508,-378.668564,-378.704838,23.861
13154,gdb_13155,C1CC(C1)C(=O)C#N,4.23911,1.37519,1.13348,3.8705,67.11,-0.2898,-0.0841,0.2057,1027.8501,0.118688,-362.672875,-362.665114,-362.66417,-362.705948,27.182
21520,gdb_21521,NC1=C(C=O)N=NO1,2.99104,1.86287,1.15115,3.2829,60.04,-0.2624,-0.0805,0.1819,925.5421,0.07016,-430.737425,-430.729433,-430.728489,-430.770362,26.976
131196,gdb_131197,C1Cc2c(nnn2C1)O,3.3358,1.54879,1.08479,3.9398,71.18,-0.2179,0.0072,0.2251,1061.1084,0.128004,-434.07791,-434.070837,-434.069893,-434.109466,27.17
116826,gdb_116827,CCCC#CC#CC=O,14.43694,0.37689,0.36982,5.0526,104.62,-0.2553,-0.0789,0.1764,2837.7537,0.13308,-384.658589,-384.648144,-384.647199,-384.69681,34.501
131971,gdb_131972,c1c(c([nH]n1)N)N(=O)=O,2.88053,1.62664,1.04038,5.4935,66.43,-0.2384,-0.0657,0.1728,1031.9292,0.091104,-486.007816,-486.000453,-485.999509,-486.039728,27.496
102394,gdb_102395,C(C(CO)(CO)C#N)N,1.89925,1.39226,1.06709,4.2883,71.45,-0.266,0.0259,0.2919,1215.6938,0.159202,-456.336258,-456.32611,-456.325166,-456.371232,36.766
44850,gdb_44851,O=C1CC2CC1C1CN21,3.29284,1.63281,1.48963,2.9876,74.32,-0.2337,-0.0129,0.2208,935.8129,0.150956,-401.949613,-401.943146,-401.942201,-401.980243,27.365
18528,gdb_18529,COCC1CC2OC12,5.52869,1.12786,1.06709,1.0705,68.29,-0.2495,0.0892,0.3387,1150.9238,0.152829,-384.883858,-384.875834,-384.87489,-384.916872,28.977
5427,gdb_5428,c1[nH]c(c(n1)C=O)N,3.51619,1.91028,1.24056,7.6407,64.96,-0.2176,-0.0244,0.1932,893.9549,0.097148,-394.824507,-394.817438,-394.816494,-394.855749,25.888
13374,gdb_13375,CCCC1=NCCO1,6.21728,1.03379,0.91134,1.0818,73.08,-0.2392,0.0338,0.273,1306.6293,0.165978,-365.09394,-365.085313,-365.084368,-365.128526,30.001
99242,gdb_99243,CC(=O)OCC(=O)OC,4.20492,0.84582,0.83017,1.8687,65.93,-0.2723,0.0103,0.2827,1457.3523,0.132603,-496.167228,-496.156986,-496.156042,-496.204375,33.794
109603,gdb_109604,CCC1C(C)C1(C)C#C,2.32086,1.06026,0.95003,1.0527,93.89,-0.2316,0.0585,0.2901,1433.3126,0.202485,-351.121845,-351.110766,-351.109822,-351.157663,40.868
99707,gdb_99708,CCC(C#CC)C1CO1,2.02235,1.08169,0.77032,1.6063,87.63,-0.2429,0.0572,0.3001,1569.7181,0.179846,-387.047517,-387.036736,-387.035792,-387.085159,37.247
114604,gdb_114605,COC1CN2CC12C=O,2.45089,1.40259,1.05259,3.2691,73.94,-0.2477,-0.0449,0.2028,1170.3071,0.145885,-439.031871,-439.023003,-439.022058,-439.065926,31.834
15634,gdb_15635,CCC1=CCOC1C,3.07055,1.63355,1.23805,1.7056,77.64,-0.2242,0.0242,0.2484,1063.0136,0.176525,-349.020801,-349.012062,-349.011118,-349.054471,31.855
415,gdb_416,CCC1(CC1)O,5.61124,2.75377,2.3805,1.3751,56.44,-0.2519,0.0723,0.3242,618.4343,0.141819,-271.621836,-271.614856,-271.613912,-271.652038,26.023
76756,gdb_76757,CC1C(O)C2(O)CCC12,2.12775,1.69077,1.28563,1.3615,77.05,-0.2347,0.055,0.2896,1094.5843,0.181545,-424.197259,-424.187997,-424.187053,-424.230704,35.949
88153,gdb_88154,CC1CC11COCC1C,2.2665,1.4241,1.09127,1.5864,85.15,-0.244,0.0808,0.3248,1243.6242,0.206059,-388.28787,-388.278542,-388.277598,-388.322156,35.775
36111,gdb_36112,N#CCC12NC1C1CC21,3.38552,1.24653,1.07909,2.6677,75.45,-0.222,0.0252,0.2472,1131.3213,0.136385,-380.796015,-380.78833,-380.787386,-380.828616,29.843
66869,gdb_66870,OC12C3N=C4OC(C13)C24,3.78795,1.83948,1.61825,2.9801,63.84,-0.2096,-0.0601,0.1494,809.8709,0.1,-436.536276,-436.530004,-436.52906,-436.566426,26.224
30689,gdb_30690,CCN(C)c1cc[nH]c1,3.0235,1.19049,0.9416,1.2242,86.37,-0.1608,0.0543,0.2151,1309.6043,0.183244,-383.291945,-383.282419,-383.281475,-383.326429,35.721
127542,gdb_127543,CN1N=C2ON=NC2=N1,3.2204,1.37912,0.97152,4.7806,76.06,-0.2274,-0.0955,0.1319,1104.871,0.077565,-464.941949,-464.934345,-464.9334,-464.974638,26.484
24585,gdb_24586,C1CC(O1)C1=CC=CN1,4.68232,1.06826,0.97425,1.818,79.96,-0.1992,0.0324,0.2315,1238.3542,0.150189,-401.965488,-401.957778,-401.956834,-401.998549,29.196
369,gdb_370,CC(CO)C#N,6.78215,2.26625,1.80707,3.7371,50.15,-0.2896,0.035,0.3246,658.6943,0.107232,-286.504534,-286.497432,-286.496488,-286.535239,24.138
50952,gdb_50953,O=CNC(CC#C)C#C,1.90864,1.34391,0.86288,3.4703,78.08,-0.2555,0.0163,0.2719,1312.5141,0.120943,-400.699945,-400.690068,-400.689124,-400.735583,34.912
102154,gdb_102155,COC(CC#N)C(C)=O,2.28304,1.14845,0.83248,3.7455,73.57,-0.2541,-0.0376,0.2165,1377.5281,0.143991,-439.104337,-439.093889,-439.092945,-439.140832,35.472
58363,gdb_58364,CN(C)C(C=O)C1CO1,1.85062,1.51843,0.99279,3.8729,75.47,-0.2235,-0.0274,0.1962,1259.5503,0.167564,-440.242295,-440.232108,-440.231164,-440.278194,35.667
114028,gdb_114029,OCC1OC1CNC=O,5.27109,0.63027,0.61114,1.9936,71.0,-0.2586,0.0235,0.2821,1786.1726,0.146501,-476.214617,-476.204896,-476.203951,-476.251219,33.601
36201,gdb_36202,N#CCC12CNC1CN2,3.37293,1.18676,1.04403,4.1759,75.63,-0.2348,0.027,0.2618,1171.9437,0.149214,-398.087957,-398.079705,-398.078761,-398.121531,30.796
99569,gdb_99570,NCC(C#N)C(O)C#N,2.26229,1.22314,0.84415,5.2636,69.79,-0.2639,-0.0125,0.2514,1311.4385,0.123492,-434.070996,-434.061114,-434.06017,-434.106324,34.287
100922,gdb_100923,CCN(C=O)C(C)CO,1.79708,1.36867,1.00685,3.578,80.15,-0.2352,0.0317,0.2669,1319.1214,0.192552,-441.508508,-441.497677,-441.496732,-441.544739,38.76
38406,gdb_38407,C1C2OC3(CC4OC34)C12,4.17333,1.32877,1.30128,3.3337,71.57,-0.2371,0.0689,0.306,1014.4661,0.135568,-421.733955,-421.726998,-421.726054,-421.765288,28.05
56046,gdb_56047,C(C(=O)N)N=C(C=O)N,3.91757,0.87813,0.79848,3.6267,71.08,-0.2353,-0.0615,0.1739,1403.5859,0.123945,-471.254303,-471.245035,-471.244091,-471.289063,33.28
73140,gdb_73141,OC12COC1CC1NC21,2.43686,1.83593,1.56109,3.7711,70.25,-0.2358,0.0578,0.2936,938.9725,0.149093,-439.042271,-439.034929,-439.033985,-439.073689,29.687
49432,gdb_49433,O=CN1C2C3CN=C1C23,3.66677,1.56153,1.2934,5.5076,73.17,-0.225,-0.0692,0.1558,956.0542,0.111983,-416.690506,-416.683629,-416.682685,-416.721816,26.786
61274,gdb_61275,CC(CC#C)CC(N)=O,4.33783,0.70378,0.67927,3.7575,81.69,-0.2485,0.0282,0.2767,1685.7034,0.167714,-403.159824,-403.148837,-403.147893,-403.197109,38.885
130555,gdb_130556,C#CC(=O)n1cnnc1,3.75816,1.30233,0.96717,4.7159,68.04,-0.2754,-0.095,0.1803,1095.2115,0.077653,-431.655419,-431.648054,-431.647109,-431.687902,26.257
49352,gdb_49353,O=CC1C(C#C)C1C#C,1.8153,1.48135,1.1037,2.7212,78.7,-0.2483,-0.0315,0.2168,1159.634,0.108836,-383.413859,-383.40478,-383.403835,-383.447977,33.055
33565,gdb_33566,C#CC1(CCCC1)C#C,2.2347,1.48048,1.16905,0.8784,86.4,-0.2553,0.0333,0.2886,1151.8472,0.158165,-348.69946,-348.690273,-348.689329,-348.733409,34.968
99537,gdb_99538,CCC(C#C)C(O)C#C,2.15137,1.17312,0.89603,1.6837,83.52,-0.2574,0.026,0.2834,1364.7694,0.154953,-385.817784,-385.807095,-385.806151,-385.853462,38.828
76706,gdb_76707,OC1C(O)C1CCC#N,3.38448,0.80883,0.77475,6.0694,72.67,-0.2496,0.0315,0.281,1495.3238,0.146572,-439.072944,-439.063465,-439.062521,-439.108027,34.284
104333,gdb_104334,COC1(C)OCC=C1C,2.14256,1.58572,1.23886,0.8042,80.96,-0.2397,0.0221,0.2618,1154.4395,0.18002,-424.238749,-424.228821,-424.227877,-424.273251,36.476
118613,gdb_118614,COCC(OC=N)C#C,1.99308,1.20247,0.89398,2.5829,76.73,-0.2568,0.0126,0.2694,1360.3778,0.143923,-439.022976,-439.012511,-439.011567,-439.059895,35.592
43600,gdb_43601,N=C1CC(N1)(C#C)C#C,2.40271,1.39479,1.02328,2.5263,80.64,-0.2449,0.0031,0.248,1162.7996,0.109892,-379.58393,-379.575146,-379.574202,-379.617286,33.352
107489,gdb_107490,COC12CC1OC21CC1,2.31229,1.69716,1.27061,1.2733,75.69,-0.2237,0.0742,0.2979,1071.7663,0.157261,-422.945957,-422.937385,-422.936441,-422.978983,32.788
102329,gdb_102330,CCC(CN)(C#N)C#N,1.84822,1.4133,1.17201,5.0824,76.28,-0.2649,-0.0052,0.2598,1196.8038,0.146539,-398.146998,-398.136681,-398.135737,-398.182161,36.25
123087,gdb_123088,CCCCCCC(=O)C,6.3281,0.43396,0.41332,2.5655,91.22,-0.2409,-0.0067,0.2343,2705.9448,0.225476,-389.531585,-389.519581,-389.518637,-389.571391,41.197
79895,gdb_79896,CC1C2C3OCOC2C13,4.03694,1.39441,1.21637,1.6773,74.44,-0.2462,0.0926,0.3388,1061.3799,0.161544,-422.975977,-422.968883,-422.967939,-423.007154,28.917
38717,gdb_38718,C1C2CC3COCC12O3,2.69218,2.03363,1.60082,0.9164,74.16,-0.2366,0.087,0.3236,906.7641,0.162227,-422.999573,-422.992876,-422.991932,-423.030177,28.317
24640,gdb_24641,c1cnc(nc1)C2CC2,4.44366,1.19311,1.0153,1.2843,82.9,-0.244,-0.0346,0.2094,1174.5634,0.13907,-380.918194,-380.91099,-380.910046,-380.950295,27.696
